openalex_id,doi,pub_year,n_authors,source_id,retraction_date,retraction_year,category,rw_journal,rw_publisher
W24599953,10.1074/jbc.m113.537241,1990,1,S11056413,2017-01-13,2017.0,UNCONFIRMED_CONCERNS,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W34191839,10.1371/journal.pone.0253390,1983,1,S4306550419,2022-08-03,2022.0,EDITORIAL_COMPROMISE,PLoS One,PLoS
W33333175,10.1016/j.brainresbull.2020.12.006,2003,1,S2764443532,2022-08-30,2022.0,AUTHOR_MISCONDUCT,Brain Research Bulletin,Elsevier
W34412665,10.1186/s13046-021-02052-z,2006,1,S4306546623,2022-02-15,2022.0,EDITORIAL_COMPROMISE,Journal of Experimental & Clinical Cancer Research: (CR),Springer - Biomed Central (BMC)
W33573447,10.1080/10799893.2021.1884260,1987,3,,2021-07-27,2021.0,UNCONFIRMED_CONCERNS,Journal of Receptors and Signal Transduction,Taylor and Francis
W11069612,10.1046/j.1460-9568.2000.00330.x,2005,1,S951853888,2016-03-20,2016.0,UNCLASSIFIED,European Journal of Neuroscience,Wiley
W33500662,10.2147/cmar.s286866,1999,2,S2764436001,2021-07-19,2021.0,AUTHOR_MISCONDUCT,Cancer Management and Research,Taylor and Francis - Dove Press
W34274310,10.1016/j.lfs.2021.119825,1994,1,S4306507920,2021-07-15,2021.0,AUTHOR_MISCONDUCT,Life Sciences,Elsevier
W33620550,10.1007/s00394-021-02514-2,2013,1,S4306555518,2022-06-29,2022.0,AUTHOR_MISCONDUCT,European Journal of Nutrition,Springer
W34386416,10.3389/fonc.2021.664369,1991,3,S4306517258,2022-09-27,2022.0,HONEST_ERROR,Frontiers in Oncology,Frontiers
W27382348,10.4196/kjpp.2016.20.4.325,1999,6,S4306402118,2017-03-01,2017.0,AUTHOR_MISCONDUCT,The Korean Journal of Physiology & Pharmacology: Official Journal of the Korean Physiological Society and the Korean Society of Pharmacology,Korean Association of Medical Journal Editors
W34148154,10.1007/s10792-021-01912-z,2012,1,S4306550987,2021-11-13,2021.0,EDITORIAL_COMPROMISE,International Ophthalmology,Springer
W33770126,10.1371/journal.pone.0248873,2002,1,S4306506421,2021-06-21,2021.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W33604552,10.1016/j.cytox.2019.100015,2002,1,S2764457167,2019-12-27,2019.0,EDITORIAL_COMPROMISE,Cytokine: X,Elsevier
W33843989,10.1042/bsr20210198,1998,1,S4306524874,2021-12-17,2021.0,AUTHOR_MISCONDUCT,Bioscience Reports,Portland Press
W26183214,10.1242/dmm.021204,1988,2,S4306402487,2016-12-01,2016.0,HONEST_ERROR,Disease Models & Mechanisms,The Company of Biologists
W26980572,10.1186/s13046-016-0323-1,2006,4,S4306544804,2017-05-03,2017.0,AUTHOR_MISCONDUCT,Journal of Experimental & Clinical Cancer Research: (CR),BioMed Central (BMC)
W27283853,10.1016/j.vetmic.2016.04.023,2000,1,S4306530303,2019-09-11,2019.0,AUTHOR_MISCONDUCT,Veterinary Microbiology,Elsevier
W27261611,10.1016/j.biopha.2016.04.028,2004,3,S4306511650,2018-02-03,2018.0,HONEST_ERROR,Biomedicine & Pharmacotherapy,Elsevier
W31967380,10.1002/biof.1613,2011,2,S4306510461,2022-10-14,2022.0,AUTHOR_MISCONDUCT,Biofactors,Wiley
W26910576,10.1089/cbr.2015.1952,2013,1,S4306543617,2022-04-11,2022.0,UNCONFIRMED_CONCERNS,Cancer Biotherapy & Radiopharmaceuticals,Mary Ann Liebert
W26578626,10.1093/jee/tov264,1989,1,S4306519554,2019-05-18,2019.0,HONEST_ERROR,Journal of Economic Entomology,Oxford University Press
W31710976,10.1016/j.molimm.2019.10.018,2010,1,S4306401293,2022-04-30,2022.0,AUTHOR_MISCONDUCT,Molecular Immunology,Elsevier
W26271422,10.17116/hirurgia2015638-43,2004,1,,2017-04-15,2017.0,AUTHOR_MISCONDUCT,Surgery. Journal them. N.I. Pirogov (Хирургия. Журнал им. Н.И. Пирогова),Publishing House Media Sphere
W27613256,10.1016/j.ijpharm.2016.09.002,2006,2,S4306555521,2022-02-11,2022.0,HONEST_ERROR,International Journal of Pharmaceutics,Elsevier
W26613329,10.1515/reveh-2015-0033,2001,1,S4306519254,2015-12-11,2015.0,AUTHOR_MISCONDUCT,Reviews on Environmental Health,De Gruyter
W26484672,10.1371/journal.pone.0140494,2010,2,S4306530144,2018-04-26,2018.0,HONEST_ERROR,PLoS One,PLoS
W26766445,10.1016/j.devcel.2015.12.009,2005,1,S4306518211,2016-05-09,2016.0,AUTHOR_MISCONDUCT,Developmental Cell,Elsevier
W26921319,10.1074/jbc.m116.713693,1990,2,S4306464482,2019-06-14,2019.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W26150866,10.12669/pjms.313.7170,2013,2,S83180243,2018-02-07,2018.0,HONEST_ERROR,Pakistan Journal of Medical Sciences,Professional Medical Publications
W26522296,10.1016/j.apjtm.2015.09.007,2014,5,S4306547297,2016-09-12,2016.0,AUTHOR_MISCONDUCT,Asian Pacific Journal of Tropic Medicine,Elsevier
W26101687,10.1155/2015/547287,1986,1,S2898580591,2016-01-20,2016.0,AUTHOR_MISCONDUCT,Case Reports in Surgery,Hindawi
W27072655,10.1126/scisignal.aad1089,1987,1,S4306504881,2019-12-17,2019.0,HONEST_ERROR,Science Signaling,American Association for the Advancement of Science (AAAS)
W30092415,10.1016/j.pharep.2018.03.003,2005,6,S4306559128,2020-11-06,2020.0,AUTHOR_MISCONDUCT,Pharmacological Reports,Springer
W29872746,10.1016/j.bbrep.2018.04.009,1974,1,S2764640729,2019-09-27,2019.0,AUTHOR_MISCONDUCT,Biochemistry and Biophysics Reports,Elsevier
W29960070,10.1016/j.gene.2018.06.095,1996,1,S4306533648,2021-11-17,2021.0,AUTHOR_MISCONDUCT,Gene,Elsevier
W30370582,10.1002/jcp.26863,1974,5,S150042853,2021-07-20,2021.0,AUTHOR_MISCONDUCT,Journal of Cellular Physiology,Wiley
W30206213,10.1038/s41419-018-1002-2,2008,3,,2022-10-07,2022.0,AUTHOR_MISCONDUCT,Cell Death & Disease,Springer - Nature Publishing Group
W30075285,10.1016/j.neulet.2018.07.040,1996,1,S203050076,2018-12-31,2018.0,HONEST_ERROR,Neuroscience Letters,Elsevier
W30138595,10.1016/j.lfs.2018.08.049,2014,3,S4306512955,2019-02-08,2019.0,AUTHOR_MISCONDUCT,Life Sciences,Elsevier
W29943808,10.1002/jcp.26874,2009,2,S43643205,2022-04-13,2022.0,AUTHOR_MISCONDUCT,Journal of Cellular Physiology,Wiley
W30206929,10.1002/jcp.27199,1998,1,S4306550229,2022-04-13,2022.0,HONEST_ERROR,Journal of Cellular Physiology,Wiley
W30191444,10.1007/s10653-018-0182-0,1994,1,S4306504813,2021-05-13,2021.0,AUTHOR_MISCONDUCT,Environmental Geochemistry and Health,Springer
W30064019,10.1016/j.fsi.2018.07.054,2006,1,S4306528868,2019-12-29,2019.0,HONEST_ERROR,Fish & Shellfish Immunology,Elsevier
W35126636,10.1155/2022/8252808,2012,1,S36980176,2022-12-13,2022.0,UNCONFIRMED_CONCERNS,Computational and Mathematical Methods in Medicine,Hindawi
W34618822,10.1371/journal.pone.0256984,2008,1,S4306518423,2022-08-03,2022.0,EDITORIAL_COMPROMISE,PLoS One,PLoS
W36017392,10.1155/2022/5213744,2005,2,S4306538753,2022-11-22,2022.0,UNCONFIRMED_CONCERNS,BioMed Research International,Hindawi
W35417473,10.1371/journal.pone.0263144,2005,7,S4306519333,2022-08-03,2022.0,EDITORIAL_COMPROMISE,PLoS One,PLoS
W35537646,10.1016/j.biortech.2022.127275,1966,2,S4306547972,2022-05-07,2022.0,AUTHOR_MISCONDUCT,Bioresource Technology,Elsevier
W35025916,10.1371/journal.pone.0262309,1992,1,S202381698,2022-08-31,2022.0,EDITORIAL_COMPROMISE,PLoS One,PLoS
W34965467,10.1016/j.bmcl.2021.128520,1994,4,S30970080,2022-04-05,2022.0,AUTHOR_MISCONDUCT,Bioorganic & Medicinal Chemistry Letters,Elsevier
W35371841,10.7759/cureus.23554,1984,4,S4306523258,2022-04-05,2022.0,UNCONFIRMED_CONCERNS,Cureus,Cureus (Part of Springer Nature as of December 2022)
W35547072,10.1039/c8ra07055e,2010,1,S2481244646,2021-01-20,2021.0,AUTHOR_MISCONDUCT,RSC Advances,Royal Society of Chemistry (RSC)
W17601825,10.1105/tpc.107.050526,2000,1,S4306529704,2016-11-28,2016.0,AUTHOR_MISCONDUCT,The Plant Cell,American Society of Plant Biologists
W21347260,10.1371/journal.pone.0017123,2009,1,S4306547391,2020-01-29,2020.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W21244497,10.1111/j.1600-0501.2010.02058.x,2008,3,S4306552604,2018-05-15,2018.0,AUTHOR_MISCONDUCT,Clinical Oral Implants Research,Wiley
W20600536,10.1016/j.fct.2010.06.028,2001,1,S4306520589,2017-02-07,2017.0,UNCONFIRMED_CONCERNS,Food and Chemical Toxicology: an International Journal Published for the British Industrial Biological Research Association,Elsevier
W20974686,10.1093/carcin/bgq215,1972,2,S184620562,2018-04-20,2018.0,AUTHOR_MISCONDUCT,Carcinogenesis,Oxford University Press
W8010806,10.1016/0003-4975(94)90128-7,2002,1,S4306401293,2021-02-17,2021.0,AUTHOR_MISCONDUCT,The Annals of Thoracic Surgery,Elsevier
W16436437,10.1099/mic.0.28630-0,1983,1,S4306419243,2015-07-01,2015.0,AUTHOR_MISCONDUCT,Microbiology,Ingenta
W14675356,10.1046/j.1525-1438.2003.t01-1-13382.x,1983,2,S4306513231,2015-07-01,2015.0,EDITORIAL_COMPROMISE,International Journal of Gynecological Cancer,Wolters Kluwer
W12649271,10.1074/jbc.m300466200,2006,1,S4306512153,2022-05-26,2022.0,UNCONFIRMED_CONCERNS,The Journal of Biological Chemistry,Elsevier
W31350343,10.1042/bsr20191123,2000,7,S4306555418,2020-08-03,2020.0,AUTHOR_MISCONDUCT,Bioscience Reports,Portland Press
W31477792,10.1038/s41598-019-49122-z,2007,1,S4306534289,2021-05-11,2021.0,ETHICS_VIOLATION,Scientific Reports,Springer - Nature Publishing Group
W31454731,10.1016/j.biortech.2019.122035,1990,4,S21442059,2019-12-01,2019.0,HONEST_ERROR,Bioresource Technology,Elsevier
W31014118,10.1080/21691401.2019.1601102,2009,1,S4306502574,2021-01-11,2021.0,AUTHOR_MISCONDUCT,"Artificial Cells, Nanomedicine, and Biotechnology",Taylor and Francis
W31225550,10.1039/c9cc03363g,2013,1,,2019-10-28,2019.0,UNCONFIRMED_CONCERNS,Chemical Communications,Royal Society of Chemistry (RSC)
W31602351,10.7759/cureus.5346,2001,3,S4306533648,2019-11-05,2019.0,HONEST_ERROR,Cureus,Cureus (Part of Springer Nature as of December 2022)
W30422299,10.1001/jama.2018.12615,2012,2,S172573765,2019-03-26,2019.0,HONEST_ERROR,JAMA: Journal of the American Medical Association,American Medical Association
W30610843,10.1016/j.yexmp.2018.12.010,1983,2,S4306401293,2022-06-27,2022.0,AUTHOR_MISCONDUCT,Experimental and Molecular Pathology,Elsevier
W22888003,10.1074/jbc.m112.369595,2001,1,S4306512619,2020-10-01,2020.0,UNCONFIRMED_CONCERNS,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W22621398,10.1186/1471-2202-13-50,2007,6,S4306538694,2017-05-09,2017.0,AUTHOR_MISCONDUCT,BMC Neuroscience,BioMed Central (BMC)
W21545182,10.1021/bc2000484,2003,11,S155115410,2015-08-20,2015.0,AUTHOR_MISCONDUCT,Bioconjugate Chemistry,American Chemical Society (ACS)
W22170570,10.1007/s11010-011-1151-4,1972,1,S1004904615,2022-10-17,2022.0,HONEST_ERROR,Molecular and Cellular Biochemistry,Springer
W22696188,10.1007/s11033-012-1723-8,2008,2,S197962172,2016-06-06,2016.0,AUTHOR_MISCONDUCT,Molecular Biology Reports,Springer
W22567126,10.1371/journal.pone.0036093,2011,1,S4306538998,2020-01-29,2020.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W22644855,10.1007/s12272-012-0513-0,1999,3,S4306508282,2020-09-03,2020.0,AUTHOR_MISCONDUCT,Archives of Pharmacal Research,Springer
W22906631,10.1016/j.lfs.2012.08.002,1992,1,S145575934,2017-11-01,2017.0,AUTHOR_MISCONDUCT,Life Sciences,Elsevier
W21406558,10.1101/gad.2004211,1971,1,S2764973267,2015-03-15,2015.0,HONEST_ERROR,Genes & Development,Cold Spring Harbor Laboratory Press
W32743163,10.1021/acsomega.0c00432,2011,1,S4306554866,2021-10-08,2021.0,HONEST_ERROR,ACS Omega,American Chemical Society (ACS)
W27709786,10.1002/cam4.831,2008,2,S4210204620,2020-03-12,2020.0,AUTHOR_MISCONDUCT,Cancer Medicine,Wiley
W31332040,10.21815/jde.019.134,2000,1,S4306544804,2020-10-01,2020.0,UNCONFIRMED_CONCERNS,Journal of Dental Education,Wiley
W32330042,10.1021/acs.nanolett.0c01176,1985,2,S143846845,2020-08-11,2020.0,HONEST_ERROR,Nano Letters,American Chemical Society (ACS)
W32315619,10.1016/j.cell.2020.03.051,2012,2,S110447773,2022-08-04,2022.0,HONEST_ERROR,Cell,Elsevier - Cell Press
W31867273,10.3389/fonc.2019.01344,1965,2,S4306402487,2020-10-28,2020.0,AUTHOR_MISCONDUCT,Frontiers in Oncology,Frontiers
W32886103,10.1042/bsr20201366,2014,1,S4306551702,2021-08-05,2021.0,HONEST_ERROR,Bioscience Reports,Portland Press
W32493454,10.1186/s13046-020-01602-1,2010,1,S4306506444,2021-09-30,2021.0,AUTHOR_MISCONDUCT,Journal of Experimental & Clinical Cancer Research: (CR),Springer - Biomed Central (BMC)
W33257435,10.1242/jeb.233734,2011,2,S4306504634,2020-12-18,2020.0,EDITORIAL_COMPROMISE,The Journal of Experimental Biology,The Company of Biologists
W32329852,10.26355/eurrev_202004_20839,2006,1,S4306501335,2021-04-01,2021.0,HONEST_ERROR,European Review for Medical and Pharmacological Sciences,Verduci Editore
W32196602,10.26355/eurrev_202003_20519,2001,1,S4306527749,2020-07-15,2020.0,AUTHOR_MISCONDUCT,European Review for Medical and Pharmacological Sciences,Verduci Editore
W31773702,10.26355/eurrev_201911_19444,2004,1,S4306500695,2020-07-01,2020.0,AUTHOR_MISCONDUCT,European Review for Medical and Pharmacological Sciences,Verduci Editore
W32529548,10.1007/s00381-020-04714-3,2001,1,S4306545540,2022-07-20,2022.0,UNCONFIRMED_CONCERNS,Child's Nervous System (ChNS): Official Journal of the International Society for Pediatric Neurosurgery,Springer
W32417123,10.1016/j.transci.2020.102792,1999,3,S4306401293,2020-04-22,2020.0,EDITORIAL_COMPROMISE,Transfusion and Apheresis Science: Official Journal of the World Apheresis Association: Official Journal of the European Society for Haemapheresis,Elsevier
W33197806,10.1016/j.rmed.2020.106210,2012,1,S4210190216,2021-09-13,2021.0,UNCONFIRMED_CONCERNS,Respiratory Medicine,Elsevier
W32772865,10.1177/0269215520943650,2002,2,S4306500507,2021-01-20,2021.0,HONEST_ERROR,Clinical Rehabilitation,SAGE Publications
W31957817,10.26355/eurrev_202001_19894,2004,1,S4306507266,2020-11-01,2020.0,HONEST_ERROR,European Review for Medical and Pharmacological Sciences,Verduci Editore
W18305109,10.1074/jbc.m800436200,2012,3,S77534634,2021-04-29,2021.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,Elsevier
W18725986,10.1155/2008/937231,2012,1,S4210197683,2016-02-01,2016.0,AUTHOR_MISCONDUCT,Advances in Urology,Hindawi
W25091573,10.1007/s13277-014-2384-0,1954,1,,2017-04-20,2017.0,EDITORIAL_COMPROMISE,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer
W25566454,10.5717/jenb.2014.18.2.181,2016,1,,2020-12-31,2020.0,UNCONFIRMED_CONCERNS,Physical Activity and Nutrition,Korean Society for Exercise Nutrition
W24694691,10.1098/rsbl.2013.1066,2010,1,S4306503920,2016-08-30,2016.0,HONEST_ERROR,Biology Letters,Royal Society Publishing
W24698975,10.1093/hmg/ddu154,2013,3,S4306553049,2017-03-14,2017.0,HONEST_ERROR,Human Molecular Genetics,Oxford University Press
W24498111,10.1371/journal.pone.0087464,2005,1,S4306503203,2019-04-30,2019.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W25330950,10.1007/s13277-014-2726-y,1994,1,S4306401293,2017-04-20,2017.0,EDITORIAL_COMPROMISE,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer
W25311085,10.1186/s13058-014-0454-2,2012,5,S4306538985,2018-07-25,2018.0,AUTHOR_MISCONDUCT,Breast Cancer Research: BCR,Springer - Biomed Central (BMC)
W25960146,10.1002/oby.21077,2014,1,S4306540679,2015-11-02,2015.0,HONEST_ERROR,Obesity,Wiley
W25209179,10.1007/s13277-014-2506-8,1800,1,S4306471665,2017-04-20,2017.0,EDITORIAL_COMPROMISE,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer
W28992621,10.1159/000481846,2002,1,S2764505978,2021-11-02,2021.0,AUTHOR_MISCONDUCT,Cellular Physiology and Biochemistry,Cellular Physiol Biochem Press
W28352194,10.2147/ott.s118391,1931,1,S4306502932,2020-07-14,2020.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W28485175,10.2217/cer-2016-0060,2009,1,S4306514366,2017-08-25,2017.0,ETHICS_VIOLATION,Journal of Comparative Effectiveness Research,Future Medicine - Future Science Group
W28448174,10.1089/chi.2016.0216,2008,1,S4306523172,2020-09-15,2020.0,HONEST_ERROR,Childhood Obesity,Mary Ann Liebert
W28388050,10.1021/acs.jmedchem.6b01469,1997,1,S4306401293,2019-02-05,2019.0,UNCONFIRMED_CONCERNS,Journal of Medicinal Chemistry,American Chemical Society (ACS)
W28391057,10.1016/j.rvsc.2017.03.019,2010,5,S4306554468,2021-07-14,2021.0,ETHICS_VIOLATION,Research in Veterinary Science,Elsevier
W29262600,10.18632/oncotarget.21792,1995,1,S196369100,2022-11-02,2022.0,AUTHOR_MISCONDUCT,Oncotarget,Impact Journals
W28705727,10.1016/j.yexcr.2017.07.010,1985,1,S185733999,2018-12-28,2018.0,AUTHOR_MISCONDUCT,Experimental Cell Research,Elsevier
W29228420,10.26355/eurrev_201711_13823,2003,1,S4306513287,2020-07-01,2020.0,AUTHOR_MISCONDUCT,European Review for Medical and Pharmacological Sciences,Verduci Editore
W28546229,10.1042/bsr20170136,1987,2,S2764566839,2021-09-22,2021.0,AUTHOR_MISCONDUCT,Bioscience Reports,Portland Press
W29242498,10.1038/s41419-017-0077-5,1997,3,S4306401293,2022-12-02,2022.0,HONEST_ERROR,Cell Death & Disease,Springer - Nature Publishing Group
W28894026,10.1042/bsr20170713,2010,1,S4306505712,2022-08-03,2022.0,AUTHOR_MISCONDUCT,Bioscience Reports,Portland Press
W27752204,10.1007/s12663-014-0692-y,1980,1,,2016-09-01,2016.0,AUTHOR_MISCONDUCT,Journal of Maxillofacial and Oral Surgery,Springer
W28494891,10.1016/j.jclinane.2017.04.006,2009,1,S155967237,2022-02-09,2022.0,AUTHOR_MISCONDUCT,Journal of Clinical Anesthesia,Elsevier
W10594421,10.1046/j.1365-2044.1999.01105.x,2013,1,S4306545701,2021-01-14,2021.0,AUTHOR_MISCONDUCT,Anaesthesia,Wiley
W27822714,10.1007/s12035-016-0248-x,2003,1,S4306512985,2021-05-15,2021.0,AUTHOR_MISCONDUCT,Molecular Neurobiology,Springer
W23408796,10.3892/etm.2012.868,1997,1,S4306522281,2020-08-21,2020.0,AUTHOR_MISCONDUCT,Experimental and Therapeutic Medicine,Spandidos
W23583794,10.1016/j.gene.2013.02.055,2012,1,S4306525650,2016-01-20,2016.0,AUTHOR_MISCONDUCT,Gene,Elsevier
W24123829,10.1002/cbin.10193,2005,1,S4306510835,2019-10-29,2019.0,HONEST_ERROR,Cell Biology International,Wiley
W30116351,10.3892/etm.2018.6223,2009,2,S151424340,2022-02-21,2022.0,AUTHOR_MISCONDUCT,Experimental and Therapeutic Medicine,Spandidos
W23613781,10.1371/journal.pone.0061052,2013,9,S4210193633,2019-04-15,2019.0,UNCONFIRMED_CONCERNS,PLoS One,PLoS
W23070905,10.1007/s11033-012-2029-6,2012,1,S4306513544,2021-07-07,2021.0,AUTHOR_MISCONDUCT,Molecular Biology Reports,Springer
W23346465,10.5051/jpis.2012.42.6.217,1976,2,S4306509442,2019-02-07,2019.0,AUTHOR_MISCONDUCT,Journal of Periodontal & Implant Science,Korean Academy of Periodontology
W12490382,10.1016/s0168-3659(02)00412-1,2014,1,S4210197683,2016-06-02,2016.0,HONEST_ERROR,Journal of Controlled Release: Official Journal of the Controlled Release Society,Elsevier
W32076947,10.1007/s12550-020-00392-x,1992,2,S4306509265,2021-08-20,2021.0,HONEST_ERROR,Mycotoxin Research,Springer
W32260538,10.3390/jcm9041025,1993,1,S4306401293,2020-07-28,2020.0,HONEST_ERROR,Journal of Clinical Medicine,MDPI
W31411490,10.1089/gtmb.2019.0028,2010,11,S116251202,2021-02-15,2021.0,AUTHOR_MISCONDUCT,Genetic Testing and Molecular Biomarkers,Mary Ann Liebert
W34608409,10.1155/2021/4025597,1984,5,S4306419201,2022-11-27,2022.0,UNCONFIRMED_CONCERNS,Journal of Healthcare Engineering,Hindawi
W34414307,10.1177/23969873211027006,1986,3,S4306402487,2021-11-11,2021.0,EDITORIAL_COMPROMISE,European Stroke Journal,SAGE Publications
W16127174,10.1074/jbc.m503111200,2011,7,,2020-09-11,2020.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W11222695,10.1128/jvi.75.6.2710-2728.2001,1980,1,S96615428,2022-08-30,2022.0,AUTHOR_MISCONDUCT,Journal of Virology,American Society for Microbiology
W25945038,10.2147/dddt.s81722,2016,3,S2496126384,2022-11-18,2022.0,AUTHOR_MISCONDUCT,"Drug Design, Development and Therapy",Taylor and Francis - Dove Press
W22606231,10.1371/journal.pone.0035232,2009,3,S4306419999,2019-11-14,2019.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W21544169,10.6026/97320630006074,2011,23,S116251202,2015-11-30,2015.0,AUTHOR_MISCONDUCT,Bioinformation,Biomedical Informatics Publishing Group
W24566681,10.1007/s11033-014-3260-0,2003,3,S4306419507,2015-08-18,2015.0,EDITORIAL_COMPROMISE,Molecular Biology Reports,Springer
W27311811,10.1038/srep27449,1993,2,,2019-11-04,2019.0,HONEST_ERROR,Scientific Reports,Springer - Nature Publishing Group
W25663261,10.1002/mc.22282,1988,1,S133439003,2015-02-07,2015.0,EDITORIAL_COMPROMISE,Molecular Carcinogenesis,Wiley
W18382667,10.1371/journal.pone.0001884,2006,4,S202381698,2020-01-24,2020.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W29130967,10.1159/000484622,1999,1,S147527460,2021-04-01,2021.0,UNCONFIRMED_CONCERNS,Cellular Physiology and Biochemistry,Cellular Physiol Biochem Press
W28008161,10.14348/molcells.2016.0243,1993,2,S2764664775,2019-04-30,2019.0,AUTHOR_MISCONDUCT,Molecules and Cells,The Korean Society for Microbiology and Biotechnology
W29424921,10.26355/eurrev_201801_14176,1984,1,S4210174404,2022-09-15,2022.0,AUTHOR_MISCONDUCT,European Review for Medical and Pharmacological Sciences,Verduci Editore
W28184920,10.3892/or.2017.5423,1994,2,S2764600621,2022-09-12,2022.0,AUTHOR_MISCONDUCT,Oncology Reports,Spandidos
W28857276,10.1002/jcb.26375,2008,1,S4306522074,2021-06-30,2021.0,AUTHOR_MISCONDUCT,Journal of Cellular Biochemistry,Wiley
W28843352,10.1016/j.brainresbull.2017.08.011,2005,1,S4306504752,2022-11-04,2022.0,AUTHOR_MISCONDUCT,Brain Research Bulletin,Elsevier
W32320259,10.1021/acs.orglett.0c01124,1996,1,S201989124,2022-02-11,2022.0,HONEST_ERROR,Organic Letters,American Chemical Society (ACS)
W28182034,10.4103/2231-0770.197510,1993,1,S4306518824,2017-07-10,2017.0,AUTHOR_MISCONDUCT,Avicenna Journal of Medicine,Wolters Kluwer - Medknow
W35515299,10.1039/c8ra09546a,2007,4,S4306500738,2021-02-03,2021.0,AUTHOR_MISCONDUCT,RSC Advances,Royal Society of Chemistry (RSC)
W19461488,10.1097/tp.0b013e3181a4430b,2009,3,S11564597,2019-08-01,2019.0,AUTHOR_MISCONDUCT,Transplantation,Wolters Kluwer
W30608526,10.1093/eurheartj/ehy833,1993,2,S2764744641,2019-03-01,2019.0,HONEST_ERROR,European Heart Journal,Oxford University Press
W26150715,10.2147/ijn.s79045,2014,1,S101287785,2022-11-22,2022.0,AUTHOR_MISCONDUCT,International Journal of Nanomedicine,Taylor and Francis - Dove Press
W27239437,10.1002/2211-5463.12032,2014,2,S2764773244,2022-11-15,2022.0,AUTHOR_MISCONDUCT,FEBS Open Bio,Wiley
W3170381861,10.14866/ajg.2021s.0_66,2021,2,S66441642,2021-05-25,2021.0,UNCLASSIFIED,Abstracts of the Association of Japanese Geographers: 2021 The Association of Japanese Geographers Spring Academic Conference,Association of Japanese Geographers
W2909832707,10.3970/cmc.2018.03687,2018,4,S184657615,2018-09-01,2018.0,AUTHOR_MISCONDUCT,"Computers, Materials & Continua (CMC)",Tech Science Press
W24639176,10.1007/s11033-014-3323-2,1997,1,S197962172,2015-08-08,2015.0,EDITORIAL_COMPROMISE,Molecular Biology Reports,Springer
W30001707,10.1186/s12943-018-0845-6,2003,1,S132829192,2022-11-11,2022.0,AUTHOR_MISCONDUCT,Molecular Cancer,Springer - Biomed Central (BMC)
W1853203307,10.1007/s00125-014-3355-0,2014,9,S4306400369,2015-03-24,2015.0,HONEST_ERROR,Diabetologia,Springer
W230322865,10.1080/15384101.2018.1560203,2013,3,S4306401293,2022-07-15,2022.0,HONEST_ERROR,Cell Cycle,Taylor and Francis
W30553220,10.1016/j.jclinane.2018.12.004,2009,1,S2764572221,2022-02-09,2022.0,AUTHOR_MISCONDUCT,Journal of Clinical Anesthesia,Elsevier
W25374434,10.1155/2014/602586,2002,3,S35392927,2015-06-10,2015.0,HONEST_ERROR,Disease Markers,Hindawi
W26604788,10.2147/ott.s79282,1979,2,S4306501653,2022-03-04,2022.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W27912253,10.1089/neu.2016.4770,1995,1,S85864898,2022-04-29,2022.0,UNCONFIRMED_CONCERNS,Journal of Neurotrauma,Mary Ann Liebert
W12824177,10.1074/jbc.m300215200,2013,1,,2019-11-22,2019.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W3001090133,10.9713/kcer.2019.57.6.790,2019,2,S197055754,2021-01-25,2021.0,AUTHOR_MISCONDUCT,Korean Chemical Engineering Research,Korean Institute of Chemical Engineers
W32619849,10.1016/j.cellimm.2020.104144,1894,1,S193466101,2021-02-19,2021.0,AUTHOR_MISCONDUCT,Cellular Immunology,Elsevier
W29456661,10.3892/etm.2018.5710,2007,1,S151424340,2021-04-12,2021.0,AUTHOR_MISCONDUCT,Experimental and Therapeutic Medicine,Spandidos
W1849006255,10.15027/35044,2013,1,S4377196292,2020-06-16,2020.0,AUTHOR_MISCONDUCT,Journal of International Development and Cooperation,Hiroshima University Institutional Repository
W2785663131,10.3390/wevj7040489,2016,5,S4306401271,2021-03-23,2021.0,AUTHOR_MISCONDUCT,World Electric Vehicle Journal,MDPI
W24708487,10.1186/1471-230x-14-62,2012,4,S4306519817,2015-03-26,2015.0,EDITORIAL_COMPROMISE,BMC Gastroenterology,BioMed Central (BMC)
